,workclass,education
1154, State-gov, HS-grad
1155, Private, Some-college
1156, Private, HS-grad
1157, State-gov, Masters
1158, Private, Bachelors
1159, Private, HS-grad
1160, Private, Assoc-voc
1161, Private, HS-grad
1162, Private, Bachelors
1163, Private, Assoc-acdm
1164, Private, Bachelors
1165, Private, HS-grad
1166, Private, Bachelors
1167, ?, Some-college
1168, Self-emp-not-inc, Prof-school
1169, Private, HS-grad
1170, Private, HS-grad
1171, Private, 11th
1172, Private, Masters
1173, Private, Assoc-voc
1174, Private, HS-grad
1175, ?, Some-college
1176, Private, Assoc-voc
1177, State-gov, HS-grad
1178, Private, HS-grad
1179, Local-gov, 11th
1180, ?, HS-grad
1181, Private, Bachelors
1182, Private, Bachelors
1183, Private, HS-grad
1184, Private, HS-grad
1185, ?, Masters
1186, Federal-gov, Some-college
1187, Private, HS-grad
1188, State-gov, Bachelors
1189, Local-gov, Bachelors
1190, Private, Assoc-voc
1191, Private, Some-college
1192, Private, HS-grad
1193, Private, Bachelors
1194, Private, Some-college
1195, Local-gov, Bachelors
1196, Local-gov, Assoc-acdm
1197, Private, Masters
1198, Private, HS-grad
1199, Private, HS-grad
1200, Federal-gov, HS-grad
1201, Local-gov, Bachelors
1202, Private, Bachelors
1203, Private, Bachelors
1204, Private, Some-college
1205, Self-emp-inc, Masters
1206, Local-gov, HS-grad
1207, Private, Bachelors
1208, ?, Some-college
1209, Private, HS-grad
1210, Self-emp-inc, Some-college
1211, Private, Some-college
1212, Private, Some-college
1213, Private, Doctorate
1214, Private, Some-college
1215, ?, Bachelors
1216, Self-emp-not-inc, Some-college
1217, ?, HS-grad
1218, Private, Bachelors
1219, Private, Prof-school
1220, Self-emp-not-inc, HS-grad
1221, Private, HS-grad
1222, Private, Some-college
1223, Private, HS-grad
1224, Private, Masters
1225, Private, HS-grad
1226, Private, Bachelors
1227, Self-emp-not-inc, Some-college
1228, Private, HS-grad
1229, Self-emp-not-inc, Prof-school
1230, Private, Bachelors
1231, Federal-gov, HS-grad
1232, Private, Bachelors
1233, Private, HS-grad
1234, Private, 11th
1235, Private, Some-college
1236, Private, HS-grad
1237, Self-emp-not-inc, HS-grad
1238, Private, HS-grad
1239, Private, Some-college
1240, Private, Masters
1241, Private, HS-grad
1242, State-gov, HS-grad
1243, Self-emp-not-inc, HS-grad
1244, Local-gov, Some-college
1245, Private, Some-college
1246, Self-emp-inc, Prof-school
1247, Private, HS-grad
1248, Private, HS-grad
1249, Private, HS-grad
1250, Self-emp-inc, Masters
1251, Self-emp-not-inc, Some-college
1252, Private, HS-grad
1253, Federal-gov, HS-grad
1254, Self-emp-not-inc, Some-college
1255, Private, HS-grad
1256, Private, Bachelors
1257, Private, HS-grad
1258, Federal-gov, Bachelors
1259, State-gov, Some-college
1260, Private, HS-grad
1261, Private, HS-grad
1262, ?, Assoc-voc
1263, Private, HS-grad
1264, Self-emp-inc, Some-college
1265, Private, HS-grad
1266, Private, Bachelors
1267, Self-emp-not-inc, Some-college
1268, Private, Some-college
1269, Local-gov, Bachelors
1270, Private, Bachelors
1271, Private, Some-college
1272, Private, Assoc-acdm
1273, Private, HS-grad
1274, Private, Some-college
1275, Local-gov, Bachelors
1276, Private, Bachelors
1277, Private, Bachelors
1278, Private, HS-grad
1279, Private, HS-grad
1280, Private, HS-grad
1281, Federal-gov, Assoc-acdm
1282, ?, HS-grad
1283, Private, Some-college
1284, Private, HS-grad
1285, Private, Some-college
1286, Self-emp-not-inc, Bachelors
1287, Private, 10th
1288, Private, Bachelors
1289, Private, HS-grad
1290, ?, 12th
1291, Self-emp-not-inc, 1st-4th
1292, Private, HS-grad
1293, Private, Masters
1294, Private, HS-grad
1295, Private, 5th-6th
1296, Private, Some-college
1297, Private, Assoc-acdm
1298, Local-gov, Some-college
1299, Private, HS-grad
1300, Federal-gov, Some-college
1301, Private, HS-grad
1302, Self-emp-inc, Some-college
1303, Self-emp-not-inc, Prof-school
1304, Private, Assoc-voc
1305, Private, Bachelors
1306, Private, Assoc-voc
1307, Private, 5th-6th
1308, Private, HS-grad
1309, Private, HS-grad
1310, Federal-gov, Bachelors
1311, Private, Bachelors
1312, ?, Some-college
1313, Private, HS-grad
1314, Private, Some-college
1315, Private, HS-grad
1316, Private, Doctorate
1317, ?, Assoc-acdm
1318, State-gov, Bachelors
1319, Private, Bachelors
1320, Local-gov, HS-grad
1321, Private, Some-college
1322, Private, HS-grad
1323, Private, Some-college
1324, Private, HS-grad
1325, ?, 10th
1326, Private, HS-grad
1327, Private, HS-grad
1328, Private, HS-grad
1329, Private, 11th
1330, Private, HS-grad
1331, Private, Some-college
1332, Private, HS-grad
1333, Private, Prof-school
1334, Private, Assoc-voc
1335, Private, Some-college
1336, Private, Bachelors
1337, Private, HS-grad
1338, Private, Bachelors
1339, State-gov, Some-college
1340, State-gov, Prof-school
1341, Private, Masters
1342, Private, Some-college
1343, State-gov, HS-grad
1344, Private, HS-grad
1345, Private, Bachelors
1346, Self-emp-inc, Bachelors
1347, ?, 11th
1348, Private, Bachelors
1349, ?, 7th-8th
1350, Private, Some-college
1351, Self-emp-inc, Bachelors
1352, Private, HS-grad
1353, Private, Some-college
1354, Private, 5th-6th
1355, Self-emp-not-inc, HS-grad
1356, Private, 10th
1357, Private, Bachelors
1358, Private, HS-grad
1359, Private, Some-college
1360, Private, HS-grad
1361, Private, HS-grad
1362, Private, HS-grad
1363, Private, Some-college
1364, Federal-gov, Assoc-voc
1365, Self-emp-inc, HS-grad
1366, Private, HS-grad
1367, Federal-gov, Some-college
1368, Private, HS-grad
1369, Private, 10th
1370, Private, Assoc-acdm
1371, ?, HS-grad
1372, Private, Masters
1373, Self-emp-inc, Bachelors
1374, Local-gov, Assoc-voc
1375, Private, HS-grad
1376, Self-emp-not-inc, HS-grad
1377, Private, HS-grad
1378, Private, Masters
1379, Private, Bachelors
1380, Private, Some-college
1381, Private, Bachelors
1382, Local-gov, Bachelors
1383, Private, Some-college
1384, Self-emp-not-inc, HS-grad
1385, Private, Some-college
1386, Private, HS-grad
1387, Self-emp-not-inc, Some-college
1388, ?, Some-college
1389, Private, 11th
1390, Private, Bachelors
1391, Local-gov, 7th-8th
1392, Private, HS-grad
1393, Federal-gov, HS-grad
1394, Private, 10th
1395, Private, 10th
1396, Private, HS-grad
1397, Self-emp-not-inc, Masters
1398, Private, 10th
1399, Private, HS-grad
1400, Private, HS-grad
1401, Private, Assoc-acdm
1402, Private, HS-grad
1403, Private, HS-grad
1404, ?, HS-grad
1405, Private, HS-grad
1406, Private, 11th
1407, Local-gov, Assoc-acdm
1408, Private, HS-grad
1409, Private, HS-grad
1410, Private, HS-grad
1411, Self-emp-inc, HS-grad
1412, Private, Bachelors
1413, Private, Some-college
1414, Self-emp-not-inc, 10th
1415, State-gov, Some-college
1416, Private, HS-grad
1417, Private, Bachelors
1418, Private, Bachelors
1419, Private, Some-college
1420, ?, Some-college
1421, Private, Assoc-voc
1422, Private, Assoc-acdm
1423, Private, 11th
1424, Federal-gov, HS-grad
1425, Private, 11th
1426, Self-emp-inc, Bachelors
1427, Private, 9th
1428, Private, HS-grad
1429, Private, HS-grad
1430, Private, Assoc-voc
1431, Private, HS-grad
1432, Private, Assoc-voc
1433, ?, Some-college
1434, State-gov, Some-college
1435, Self-emp-inc, 10th
1436, Private, Bachelors
1437, Federal-gov, Assoc-acdm
1438, Self-emp-not-inc, Masters
1439, Private, HS-grad
1440, Self-emp-inc, HS-grad
1441, ?, HS-grad
1442, Private, HS-grad
1443, Private, Assoc-voc
1444, Self-emp-not-inc, HS-grad
1445, Private, Assoc-voc
1446, Self-emp-not-inc, Some-college
1447, Self-emp-not-inc, HS-grad
1448, Private, Some-college
1449, Self-emp-inc, Some-college
1450, Private, HS-grad
1451, Private, 11th
1452, ?, 10th
1453, Self-emp-inc, Masters
1454, Private, HS-grad
1455, Private, HS-grad
1456, Private, HS-grad
1457, Private, Some-college
1458, ?, HS-grad
1459, Self-emp-inc, Prof-school
1460, Self-emp-inc, HS-grad
1461, Private, 10th
1462, Private, Some-college
1463, Private, HS-grad
1464, Private, 10th
1465, Federal-gov, HS-grad
1466, Private, Some-college
1467, Private, Masters
1468, Private, Assoc-voc
1469, Private, Assoc-acdm
1470, Private, Prof-school
1471, Private, Bachelors
1472, Local-gov, Bachelors
1473, State-gov, Masters
1474, Private, Some-college
1475, Private, HS-grad
1476, Private, HS-grad
1477, Private, Assoc-voc
1478, Private, 11th
1479, Self-emp-not-inc, Some-college
1480, Self-emp-not-inc, HS-grad
1481, Private, Assoc-voc
1482, Self-emp-inc, HS-grad
1483, Private, HS-grad
1484, Local-gov, Bachelors
1485, Private, 10th
1486, Private, HS-grad
1487, Private, HS-grad
1488, Federal-gov, HS-grad
1489, Private, Masters
1490, Private, Some-college
1491, Private, HS-grad
1492, Private, HS-grad
1493, State-gov, HS-grad
1494, Private, HS-grad
1495, Self-emp-inc, 11th
1496, Private, 11th
1497, Private, Bachelors
1498, Self-emp-not-inc, Some-college
1499, Private, Some-college
1500, Self-emp-inc, Bachelors
1501, Private, Some-college
1502, Private, Some-college
1503, Self-emp-inc, Bachelors
1504, ?, Masters
1505, Private, Assoc-acdm
1506, State-gov, HS-grad
1507, Private, HS-grad
1508, Private, Some-college
1509, State-gov, Some-college
1510, Private, Some-college
1511, Self-emp-not-inc, Assoc-voc
1512, Self-emp-inc, Bachelors
1513, Self-emp-not-inc, Assoc-voc
1514, Self-emp-inc, Bachelors
1515, Private, Bachelors
1516, Private, HS-grad
1517, Private, Bachelors
1518, Private, Bachelors
1519, Local-gov, 9th
1520, Local-gov, Bachelors
1521, State-gov, 9th
1522, Private, Some-college
1523, Private, Some-college
1524, Local-gov, Bachelors
1525, Private, Some-college
1526, Private, HS-grad
1527, Private, HS-grad
1528, Private, Bachelors
1529, Private, HS-grad
1530, Private, HS-grad
1531, Private, 10th
1532, Private, Masters
1533, Private, 10th
1534, Private, Some-college
1535, Private, Assoc-acdm
1536, Private, Some-college
1537, Private, HS-grad
1538, Private, 10th
1539, Private, HS-grad
1540, State-gov, HS-grad
1541, Private, Prof-school
1542, Local-gov, HS-grad
1543, Local-gov, Some-college
1544, ?, 5th-6th
1545, Private, Bachelors
1546, Private, 10th
1547, Private, Bachelors
1548, Private, Some-college
1549, Private, 10th
1550, Private, HS-grad
1551, Private, 10th
1552, Private, 7th-8th
1553, Private, Some-college
1554, Private, Doctorate
1555, Private, 12th
1556, Private, Bachelors
1557, Self-emp-not-inc, HS-grad
1558, Private, HS-grad
1559, Private, Some-college
1560, Private, 12th
1561, Private, Some-college
1562, ?, Bachelors
1563, Private, 7th-8th
1564, Federal-gov, HS-grad
1565, Private, Some-college
1566, Private, Some-college
1567, Private, 11th
1568, Local-gov, Bachelors
1569, ?, Some-college
1570, ?, Bachelors
1571, Private, Assoc-acdm
1572, Private, Some-college
1573, Private, Some-college
1574, ?, 10th
1575, Private, Assoc-voc
1576, Self-emp-not-inc, HS-grad
1577, State-gov, Some-college
1578, Local-gov, Bachelors
1579, ?, HS-grad
1580, Private, HS-grad
1581, Private, Bachelors
1582, Private, Bachelors
1583, Private, HS-grad
1584, Self-emp-not-inc, HS-grad
1585, Private, Some-college
1586, Private, Some-college
1587, Self-emp-not-inc, HS-grad
1588, Private, HS-grad
1589, Private, Bachelors
1590, Private, Some-college
1591, Local-gov, Bachelors
1592, ?, Some-college
1593, Private, Masters
1594, Self-emp-not-inc, Bachelors
1595, Private, HS-grad
1596, Local-gov, HS-grad
1597, Private, Bachelors
1598, Private, 11th
1599, Private, Bachelors
1600, Private, 11th
1601, State-gov, HS-grad
1602, State-gov, Some-college
1603, Private, HS-grad
1604, State-gov, HS-grad
1605, Private, HS-grad
1606, ?, HS-grad
1607, Private, HS-grad
1608, Private, 10th
1609, Private, Some-college
1610, Self-emp-not-inc, 12th
1611, Private, Assoc-acdm
1612, Private, Masters
1613, Private, HS-grad
1614, Private, Bachelors
1615, Private, HS-grad
1616, Private, Prof-school
1617, Private, Some-college
1618, Private, 11th
1619, Local-gov, HS-grad
1620, Self-emp-not-inc, Some-college
1621, Self-emp-not-inc, HS-grad
1622, Private, HS-grad
1623, Private, Some-college
1624, Private, HS-grad
1625, Self-emp-not-inc, Prof-school
1626, Private, HS-grad
1627, Private, Bachelors
1628, Private, HS-grad
1629, ?, Assoc-acdm
1630, Private, 11th
1631, Local-gov, HS-grad
1632, State-gov, Assoc-acdm
1633, Private, 5th-6th
1634, Private, 1st-4th
1635, Private, Some-college
1636, Private, 10th
1637, Private, HS-grad
1638, Self-emp-inc, Bachelors
1639, Private, HS-grad
1640, Private, HS-grad
1641, Private, Bachelors
1642, Private, Masters
1643, State-gov, Masters
1644, Self-emp-not-inc, Prof-school
1645, Self-emp-inc, HS-grad
1646, Private, Some-college
1647, Private, HS-grad
1648, Private, Bachelors
1649, Private, 10th
1650, Private, Some-college
1651, Self-emp-not-inc, 9th
1652, Self-emp-not-inc, HS-grad
1653, Local-gov, HS-grad
1654, Private, HS-grad
1655, Private, Bachelors
1656, ?, HS-grad
1657, Private, HS-grad
1658, Private, Some-college
1659, Self-emp-not-inc, 10th
1660, Local-gov, HS-grad
1661, Private, Bachelors
1662, Private, Bachelors
1663, Private, 7th-8th
1664, Private, HS-grad
1665, ?, HS-grad
1666, Self-emp-inc, Some-college
1667, Private, 11th
1668, Private, HS-grad
1669, Private, Prof-school
1670, Private, Assoc-acdm
1671, Private, Some-college
1672, Private, 7th-8th
1673, Private, Some-college
1674, Private, Assoc-acdm
1675, Private, Masters
1676, ?, HS-grad
1677, Private, Some-college
1678, Federal-gov, Some-college
1679, Private, HS-grad
1680, Private, HS-grad
1681, Private, HS-grad
1682, Private, Bachelors
1683, Private, HS-grad
1684, Self-emp-not-inc, HS-grad
1685, Private, HS-grad
1686, Private, HS-grad
1687, Private, HS-grad
1688, Private, 9th
1689, Private, Doctorate
1690, Private, HS-grad
1691, Private, 11th
1692, Private, HS-grad
1693, State-gov, HS-grad
1694, Private, Some-college
1695, Private, HS-grad
1696, Private, HS-grad
1697, Private, Some-college
1698, Private, HS-grad
1699, Private, Masters
1700, Private, Some-college
1701, Private, Some-college
1702, Private, Some-college
1703, Private, HS-grad
1704, ?, Some-college
1705, Private, HS-grad
1706, Private, HS-grad
1707, ?, 7th-8th
1708, Private, Bachelors
1709, Private, Masters
1710, Private, HS-grad
1711, Federal-gov, Some-college
1712, Private, 12th
1713, Private, Bachelors
1714, Private, HS-grad
1715, Private, Some-college
1716, Private, Bachelors
1717, Private, Masters
1718, Private, Bachelors
1719, Private, HS-grad
1720, Private, HS-grad
1721, Local-gov, HS-grad
1722, Private, Bachelors
1723, Local-gov, Some-college
1724, Private, HS-grad
1725, Private, Some-college
1726, Private, HS-grad
1727, Private, HS-grad
1728, Private, Masters
1729, Private, Assoc-voc
1730, Private, Masters
1731, Private, Some-college
1732, Private, HS-grad
1733, Private, Bachelors
1734, Private, Assoc-voc
1735, Self-emp-not-inc, Bachelors
1736, Private, Bachelors
1737, Private, HS-grad
1738, Private, Bachelors
1739, Local-gov, HS-grad
1740, Private, Bachelors
1741, Private, 11th
1742, Private, 7th-8th
1743, Private, Bachelors
1744, Self-emp-not-inc, Some-college
1745, Private, Some-college
1746, Private, Bachelors
1747, Private, HS-grad
1748, Private, HS-grad
1749, Private, 11th
1750, Private, HS-grad
1751, Private, HS-grad
1752, Private, HS-grad
1753, Private, 10th
1754, Self-emp-not-inc, HS-grad
1755, Private, Bachelors
